timestamp,x,y,velocity,event
163317,570,867,0.0,fixation
163317,530,775,0.0,fixation
163317,534,693,0.0,fixation
163317,524,579,0.0,fixation
163317,527,559,0.0,fixation
163317,542,517,0.0,fixation
163317,548,478,0.0,fixation
163317,559,461,0.0,fixation
163317,568,459,0.0,fixation
163317,589,448,0.0,fixation
163318,604,434,20.518284528683193,fixation
163318,610,429,0.0,fixation
163318,615,429,0.0,fixation
163318,617,437,0.0,fixation
163318,618,438,0.0,fixation
163318,618,432,0.0,fixation
163318,623,421,0.0,fixation
163318,624,415,0.0,fixation
163318,632,401,0.0,fixation
163318,637,394,0.0,fixation
163318,646,393,0.0,fixation
163318,649,394,0.0,fixation
163318,661,390,0.0,fixation
163318,659,389,0.0,fixation
163318,659,389,0.0,fixation
163318,655,375,0.0,fixation
163318,662,377,0.0,fixation
163318,541,406,0.0,fixation
163318,497,457,0.0,fixation
163318,375,528,0.0,fixation
163318,304,583,0.0,fixation
163319,329,629,52.354560450833695,saccade
163319,384,783,0.0,fixation
163319,412,808,0.0,fixation
163319,466,794,0.0,fixation
163319,623,782,0.0,fixation
163319,621,784,0.0,fixation
163319,593,764,0.0,fixation
163319,583,768,0.0,fixation
163319,953,718,0.0,fixation
163319,940,697,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163319,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,0,0.0,fixation
163320,0,628,0.0,fixation
163320,0,583,0.0,fixation
163320,0,543,0.0,fixation
163320,809,500,0.0,fixation
163320,866,536,0.0,fixation
163320,897,552,0.0,fixation
163320,928,594,0.0,fixation
163320,951,617,0.0,fixation
163320,969,632,0.0,fixation
163320,1011,738,0.0,fixation
163320,1025,774,0.0,fixation
163320,1059,793,0.0,fixation
163321,1080,868,77.88452991448301,saccade
163321,1091,871,0.0,fixation
163321,1089,916,0.0,fixation
163321,1099,921,0.0,fixation
163321,1066,905,0.0,fixation
163321,1053,907,0.0,fixation
163321,1024,939,0.0,fixation
163321,658,993,0.0,fixation
163321,1038,989,0.0,fixation
163321,674,1007,0.0,fixation
163321,693,1000,0.0,fixation
163321,713,1000,0.0,fixation
163321,1575,1079,0.0,fixation
163321,1707,1079,0.0,fixation
163321,1919,1079,0.0,fixation
163321,1919,1079,0.0,fixation
163321,1919,1079,0.0,fixation
163321,1919,1079,0.0,fixation
163321,857,946,0.0,fixation
163321,825,933,0.0,fixation
163321,811,927,0.0,fixation
163322,764,919,47.67598976424087,fixation
163322,739,907,0.0,fixation
163322,688,909,0.0,fixation
163322,639,917,0.0,fixation
163322,564,928,0.0,fixation
163322,510,954,0.0,fixation
163322,514,974,0.0,fixation
163322,523,1000,0.0,fixation
163322,543,1003,0.0,fixation
163322,900,969,0.0,fixation
163322,1006,874,0.0,fixation
163322,1036,820,0.0,fixation
163322,1054,772,0.0,fixation
163322,1058,724,0.0,fixation
163322,1062,720,0.0,fixation
163322,1054,696,0.0,fixation
163322,1055,669,0.0,fixation
163322,1056,630,0.0,fixation
163322,1067,625,0.0,fixation
163322,1074,619,0.0,fixation
163322,1074,619,0.0,fixation
163323,1138,621,64.03124237432849,saccade
163323,1170,621,0.0,fixation
163323,1171,624,0.0,fixation
163323,1187,607,0.0,fixation
163323,1181,572,0.0,fixation
163323,1188,570,0.0,fixation
163323,1197,563,0.0,fixation
163323,1201,560,0.0,fixation
163323,1230,563,0.0,fixation
163323,1225,560,0.0,fixation
163323,1227,551,0.0,fixation
163323,1246,553,0.0,fixation
163323,1256,552,0.0,fixation
163323,1255,550,0.0,fixation
163323,1243,551,0.0,fixation
163323,1249,870,0.0,fixation
163323,1240,858,0.0,fixation
163323,1240,858,0.0,fixation
163323,1240,858,0.0,fixation
163323,1240,858,0.0,fixation
163323,1240,858,0.0,fixation
163323,1240,858,0.0,fixation
163324,1240,858,0.0,fixation
163324,1240,858,0.0,fixation
163324,1240,858,0.0,fixation
163324,1240,858,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163324,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163325,0,0,0.0,fixation
163340,1496,893,116.1505727732565,saccade
163340,1455,881,0.0,fixation
163340,1408,880,0.0,fixation
163341,1422,878,14.142135623730951,fixation
163341,1396,864,0.0,fixation
163341,1386,737,0.0,fixation
163341,693,1079,0.0,fixation
163341,698,1079,0.0,fixation
163341,701,1079,0.0,fixation
163341,703,1079,0.0,fixation
163341,0,0,0.0,fixation
163341,0,0,0.0,fixation
163341,0,0,0.0,fixation
163341,0,0,0.0,fixation
163341,0,0,0.0,fixation
163341,0,0,0.0,fixation
163341,0,0,0.0,fixation
163341,810,378,0.0,fixation
163341,1289,539,0.0,fixation
163341,1345,576,0.0,fixation
163341,1404,597,0.0,fixation
163341,1444,591,0.0,fixation
163341,1509,567,0.0,fixation
163341,1551,562,0.0,fixation
163341,1640,561,0.0,fixation
163342,1663,567,23.769728648009426,fixation
163342,1671,568,0.0,fixation
163342,1694,544,0.0,fixation
163342,1721,430,0.0,fixation
163342,1722,349,0.0,fixation
163342,1727,280,0.0,fixation
163342,1703,274,0.0,fixation
163342,1703,263,0.0,fixation
163342,1702,259,0.0,fixation
163342,1704,260,0.0,fixation
163342,1640,336,0.0,fixation
163342,1606,396,0.0,fixation
163342,1557,491,0.0,fixation
163342,1533,519,0.0,fixation
163342,1513,573,0.0,fixation
163342,1497,589,0.0,fixation
163342,1463,663,0.0,fixation
163342,1462,689,0.0,fixation
163342,1479,692,0.0,fixation
163342,1475,676,0.0,fixation
163342,1477,665,0.0,fixation
163343,1486,644,22.847319317591726,fixation
163343,1507,566,0.0,fixation
163343,1518,462,0.0,fixation
163343,1519,407,0.0,fixation
163343,1495,359,0.0,fixation
163343,1474,362,0.0,fixation
163343,1465,382,0.0,fixation
163343,1426,425,0.0,fixation
163343,1424,467,0.0,fixation
163343,1424,467,0.0,fixation
163343,1477,474,0.0,fixation
163343,1483,472,0.0,fixation
163343,1478,488,0.0,fixation
163343,1475,488,0.0,fixation
163343,1443,464,0.0,fixation
163343,1440,454,0.0,fixation
163343,1444,429,0.0,fixation
163343,1439,420,0.0,fixation
163343,1435,362,0.0,fixation
163343,1395,366,0.0,fixation
163343,1396,351,0.0,fixation
163344,1407,307,45.35416188179427,fixation
163344,1417,275,0.0,fixation
163344,1424,259,0.0,fixation
163344,1447,224,0.0,fixation
163344,1462,210,0.0,fixation
163344,1480,237,0.0,fixation
163344,1495,233,0.0,fixation
163344,1495,233,0.0,fixation
163344,1748,645,0.0,fixation
163344,1919,1079,0.0,fixation
163344,1919,1079,0.0,fixation
163344,1919,1079,0.0,fixation
163344,1919,1079,0.0,fixation
163344,1605,864,0.0,fixation
163344,1505,802,0.0,fixation
163344,1066,724,0.0,fixation
163344,1056,708,0.0,fixation
163344,1048,709,0.0,fixation
163344,1040,714,0.0,fixation
163344,953,730,0.0,fixation
163344,899,727,0.0,fixation
163345,878,711,26.40075756488817,fixation
163345,894,589,0.0,fixation
163345,883,568,0.0,fixation
163345,979,514,0.0,fixation
163345,1047,468,0.0,fixation
163345,1112,500,0.0,fixation
163345,968,1079,0.0,fixation
163345,991,1079,0.0,fixation
163345,0,0,0.0,fixation
163345,0,0,0.0,fixation
163345,0,0,0.0,fixation
163345,0,0,0.0,fixation
163345,0,0,0.0,fixation
163345,0,0,0.0,fixation
163345,0,0,0.0,fixation
163345,0,0,0.0,fixation
163345,0,0,0.0,fixation
163345,0,0,0.0,fixation
163345,979,373,0.0,fixation
163345,893,927,0.0,fixation
163345,916,933,0.0,fixation
163345,920,936,0.0,fixation
163346,920,937,1.0,fixation
163346,992,183,0.0,fixation
163346,932,175,0.0,fixation
163346,880,91,0.0,fixation
163346,803,117,0.0,fixation
163346,824,117,0.0,fixation
163346,837,99,0.0,fixation
163346,845,51,0.0,fixation
163346,786,34,0.0,fixation
163346,800,31,0.0,fixation
163346,777,14,0.0,fixation
163346,730,21,0.0,fixation
163346,732,30,0.0,fixation
163346,599,52,0.0,fixation
163346,527,130,0.0,fixation
163346,474,184,0.0,fixation
163346,459,193,0.0,fixation
163346,425,187,0.0,fixation
163346,1505,0,0.0,fixation
163346,1517,0,0.0,fixation
163346,1534,0,0.0,fixation
163347,0,0,1534.0,saccade
163347,0,0,0.0,fixation
163347,0,0,0.0,fixation
163347,0,0,0.0,fixation
163347,0,0,0.0,fixation
163347,0,0,0.0,fixation
163347,978,51,0.0,fixation
163347,956,39,0.0,fixation
163347,910,78,0.0,fixation
163347,829,115,0.0,fixation
163347,699,118,0.0,fixation
163347,610,175,0.0,fixation
163347,575,307,0.0,fixation
163347,562,290,0.0,fixation
163347,512,270,0.0,fixation
163347,713,477,0.0,fixation
163347,710,488,0.0,fixation
163347,705,467,0.0,fixation
163347,707,482,0.0,fixation
163347,663,489,0.0,fixation
163347,663,501,0.0,fixation
163348,572,540,99.00505037623081,saccade
163348,535,581,0.0,fixation
163348,547,606,0.0,fixation
163348,584,580,0.0,fixation
163348,643,611,0.0,fixation
163348,697,640,0.0,fixation
163348,826,687,0.0,fixation
163348,885,701,0.0,fixation
163348,986,694,0.0,fixation
163348,1019,695,0.0,fixation
163348,1031,693,0.0,fixation
163348,1030,694,0.0,fixation
163348,1080,658,0.0,fixation
163348,1491,32,0.0,fixation
163348,1525,34,0.0,fixation
163348,1549,40,0.0,fixation
163348,1582,50,0.0,fixation
163348,1586,47,0.0,fixation
163348,1544,42,0.0,fixation
163348,1001,63,0.0,fixation
163348,999,118,0.0,fixation
163348,985,183,0.0,fixation
163349,990,207,24.515301344262525,fixation
163349,986,220,0.0,fixation
163349,987,234,0.0,fixation
163349,972,249,0.0,fixation
163349,950,265,0.0,fixation
163349,920,314,0.0,fixation
163349,894,343,0.0,fixation
163349,878,361,0.0,fixation
163349,864,362,0.0,fixation
163349,838,365,0.0,fixation
163349,842,363,0.0,fixation
163349,806,550,0.0,fixation
163349,792,614,0.0,fixation
163349,758,816,0.0,fixation
163349,742,855,0.0,fixation
163349,745,862,0.0,fixation
163349,724,908,0.0,fixation
163349,727,913,0.0,fixation
163349,726,903,0.0,fixation
163349,734,889,0.0,fixation
163349,739,886,0.0,fixation
163350,740,876,10.04987562112089,fixation
163350,740,864,0.0,fixation
163350,745,822,0.0,fixation
163350,757,716,0.0,fixation
163350,777,531,0.0,fixation
163350,787,461,0.0,fixation
163350,791,427,0.0,fixation
163350,784,375,0.0,fixation
163350,773,372,0.0,fixation
163350,739,377,0.0,fixation
163350,720,387,0.0,fixation
163350,701,392,0.0,fixation
163350,650,392,0.0,fixation
163350,640,390,0.0,fixation
163350,639,522,0.0,fixation
163350,640,583,0.0,fixation
163350,638,671,0.0,fixation
163350,639,684,0.0,fixation
163350,637,707,0.0,fixation
163350,637,707,0.0,fixation
163350,634,708,0.0,fixation
163351,630,714,7.211102550927978,fixation
163351,625,711,0.0,fixation
163351,634,694,0.0,fixation
163351,693,534,0.0,fixation
163351,755,452,0.0,fixation
163351,806,269,0.0,fixation
163351,818,202,0.0,fixation
163351,818,144,0.0,fixation
163351,811,114,0.0,fixation
163351,799,116,0.0,fixation
163351,732,113,0.0,fixation
163351,706,113,0.0,fixation
163351,670,117,0.0,fixation
163351,670,121,0.0,fixation
163351,682,115,0.0,fixation
163351,686,117,0.0,fixation
163351,688,114,0.0,fixation
163351,689,113,0.0,fixation
163351,689,111,0.0,fixation
163351,617,1079,0.0,fixation
163351,792,1079,0.0,fixation
163351,850,1079,0.0,fixation
163352,879,1079,29.0,fixation
163352,935,909,0.0,fixation
163352,947,733,0.0,fixation
163352,945,654,0.0,fixation
163352,981,580,0.0,fixation
163352,1606,689,0.0,fixation
163352,1602,709,0.0,fixation
163352,1601,717,0.0,fixation
163352,1624,731,0.0,fixation
163352,1616,729,0.0,fixation
163352,1619,735,0.0,fixation
163352,1603,148,0.0,fixation
163352,1574,100,0.0,fixation
163352,1563,86,0.0,fixation
163352,1573,79,0.0,fixation
163352,1583,88,0.0,fixation
163352,1919,121,0.0,fixation
163352,0,0,0.0,fixation
163352,0,0,0.0,fixation
163352,0,0,0.0,fixation
163352,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,0,0,0.0,fixation
163353,555,316,0.0,fixation
163353,539,311,0.0,fixation
163353,521,327,0.0,fixation
163353,521,358,0.0,fixation
163353,504,721,0.0,fixation
163353,494,1061,0.0,fixation
163354,591,1079,98.65596788841515,saccade
163354,650,1079,0.0,fixation
163354,729,1070,0.0,fixation
163354,933,1045,0.0,fixation
163354,1210,1013,0.0,fixation
163354,638,795,0.0,fixation
163354,650,636,0.0,fixation
163354,666,485,0.0,fixation
163354,683,385,0.0,fixation
163354,685,375,0.0,fixation
163354,685,361,0.0,fixation
163354,677,351,0.0,fixation
163354,671,339,0.0,fixation
163354,669,341,0.0,fixation
163354,669,351,0.0,fixation
163354,667,349,0.0,fixation
163354,669,339,0.0,fixation
163354,651,333,0.0,fixation
163354,633,325,0.0,fixation
163354,621,321,0.0,fixation
163354,592,303,0.0,fixation
163354,562,305,0.0,fixation
163355,469,439,163.11039206623224,saccade
163355,411,491,0.0,fixation
163355,381,590,0.0,fixation
163355,372,609,0.0,fixation
163355,395,597,0.0,fixation
163355,495,602,0.0,fixation
163355,821,622,0.0,fixation
163355,802,594,0.0,fixation
163355,788,494,0.0,fixation
163355,776,449,0.0,fixation
163355,735,389,0.0,fixation
163355,713,353,0.0,fixation
163355,697,328,0.0,fixation
163355,683,292,0.0,fixation
163355,678,279,0.0,fixation
163355,681,270,0.0,fixation
163355,685,263,0.0,fixation
163355,690,252,0.0,fixation
163355,697,240,0.0,fixation
163355,718,207,0.0,fixation
163355,744,196,0.0,fixation
163356,774,191,30.4138126514911,fixation
163356,849,184,0.0,fixation
163356,881,186,0.0,fixation
163356,924,187,0.0,fixation
163356,930,188,0.0,fixation
163356,642,165,0.0,fixation
163356,584,160,0.0,fixation
163356,571,172,0.0,fixation
163356,523,224,0.0,fixation
163356,516,254,0.0,fixation
163356,510,254,0.0,fixation
163356,509,246,0.0,fixation
163356,510,242,0.0,fixation
163356,534,228,0.0,fixation
163356,537,207,0.0,fixation
163356,551,184,0.0,fixation
163356,558,171,0.0,fixation
163356,583,145,0.0,fixation
163356,590,149,0.0,fixation
163356,587,149,0.0,fixation
163356,594,150,0.0,fixation
163357,603,153,9.486832980505138,fixation
163357,606,155,0.0,fixation
163357,670,174,0.0,fixation
163357,713,182,0.0,fixation
163357,765,194,0.0,fixation
163357,841,214,0.0,fixation
163357,911,219,0.0,fixation
163357,1027,226,0.0,fixation
163357,1070,229,0.0,fixation
163357,1122,234,0.0,fixation
163357,1158,233,0.0,fixation
163357,1211,235,0.0,fixation
163357,1224,238,0.0,fixation
163357,479,183,0.0,fixation
163357,472,215,0.0,fixation
163357,457,395,0.0,fixation
163357,448,514,0.0,fixation
163357,430,722,0.0,fixation
163357,434,778,0.0,fixation
163357,435,814,0.0,fixation
163357,436,807,0.0,fixation
163358,458,791,27.202941017470888,fixation
163358,1111,798,0.0,fixation
163358,1108,762,0.0,fixation
163358,1122,656,0.0,fixation
163358,1133,621,0.0,fixation
163358,1145,560,0.0,fixation
163358,1146,542,0.0,fixation
163358,1168,524,0.0,fixation
163358,1166,520,0.0,fixation
163358,1165,524,0.0,fixation
163358,1164,520,0.0,fixation
163358,1225,486,0.0,fixation
163358,1269,492,0.0,fixation
163358,1344,490,0.0,fixation
163358,1356,468,0.0,fixation
163358,1068,452,0.0,fixation
163358,806,431,0.0,fixation
163358,799,434,0.0,fixation
163358,781,437,0.0,fixation
163358,766,435,0.0,fixation
163358,739,431,0.0,fixation
163358,722,430,0.0,fixation
163359,718,427,5.0,fixation
163359,706,424,0.0,fixation
163359,707,408,0.0,fixation
163359,713,380,0.0,fixation
163359,715,370,0.0,fixation
163359,719,378,0.0,fixation
163359,724,439,0.0,fixation
163359,729,471,0.0,fixation
163359,731,483,0.0,fixation
163359,735,486,0.0,fixation
163359,737,487,0.0,fixation
163359,738,523,0.0,fixation
163359,741,592,0.0,fixation
163359,731,636,0.0,fixation
163359,730,661,0.0,fixation
163359,726,671,0.0,fixation
163359,737,632,0.0,fixation
163359,790,109,0.0,fixation
163359,802,112,0.0,fixation
163359,820,100,0.0,fixation
163359,832,85,0.0,fixation
163400,837,63,0.5502689840330964,fixation
163400,835,53,0.0,fixation
163400,873,19,0.0,fixation
163400,887,3,0.0,fixation
163400,910,0,0.0,fixation
163400,914,0,0.0,fixation
163400,908,0,0.0,fixation
163400,902,0,0.0,fixation
163400,893,33,0.0,fixation
163400,904,33,0.0,fixation
163400,948,25,0.0,fixation
163400,973,24,0.0,fixation
163400,1016,25,0.0,fixation
163400,1038,25,0.0,fixation
163400,1093,31,0.0,fixation
163400,1095,36,0.0,fixation
163400,838,89,0.0,fixation
163400,797,334,0.0,fixation
163400,769,439,0.0,fixation
163400,695,601,0.0,fixation
163400,679,607,0.0,fixation
163401,653,593,29.5296461204668,fixation
163401,613,568,0.0,fixation
163401,602,557,0.0,fixation
163401,588,548,0.0,fixation
163401,561,542,0.0,fixation
163401,546,550,0.0,fixation
163401,530,574,0.0,fixation
163401,530,583,0.0,fixation
163401,529,636,0.0,fixation
163401,531,655,0.0,fixation
163401,539,664,0.0,fixation
163401,542,662,0.0,fixation
163401,549,667,0.0,fixation
163401,551,664,0.0,fixation
163401,557,662,0.0,fixation
163401,558,662,0.0,fixation
163401,576,681,0.0,fixation
163401,575,696,0.0,fixation
163401,570,731,0.0,fixation
163401,571,753,0.0,fixation
163401,574,762,0.0,fixation
163401,586,756,0.0,fixation
163402,594,761,9.433981132056603,fixation
163402,635,768,0.0,fixation
163402,661,780,0.0,fixation
163402,692,786,0.0,fixation
163402,696,784,0.0,fixation
163402,706,771,0.0,fixation
163402,704,745,0.0,fixation
163402,698,709,0.0,fixation
163402,750,654,0.0,fixation
163402,890,548,0.0,fixation
163402,947,489,0.0,fixation
163402,1010,420,0.0,fixation
163402,1026,406,0.0,fixation
163402,1037,371,0.0,fixation
163402,1047,361,0.0,fixation
163402,1042,379,0.0,fixation
163402,1022,382,0.0,fixation
163402,1008,386,0.0,fixation
163402,989,390,0.0,fixation
163402,991,391,0.0,fixation
163402,984,401,0.0,fixation
163403,983,404,3.1622776601683795,fixation
163403,993,404,0.0,fixation
163403,1003,403,0.0,fixation
163403,1001,411,0.0,fixation
163403,992,416,0.0,fixation
163403,928,452,0.0,fixation
163403,897,469,0.0,fixation
163403,833,510,0.0,fixation
163403,810,534,0.0,fixation
163403,698,557,0.0,fixation
163403,637,578,0.0,fixation
163403,633,561,0.0,fixation
163403,633,558,0.0,fixation
163403,633,558,0.0,fixation
163403,542,841,0.0,fixation
163403,504,850,0.0,fixation
163403,484,883,0.0,fixation
163403,497,899,0.0,fixation
163403,501,894,0.0,fixation
163403,504,893,0.0,fixation
163403,508,901,0.0,fixation
163404,514,902,6.082762530298219,fixation
163404,540,916,0.0,fixation
163404,557,909,0.0,fixation
163404,588,857,0.0,fixation
163404,592,826,0.0,fixation
163404,603,764,0.0,fixation
163404,611,740,0.0,fixation
163404,647,780,0.0,fixation
163404,714,802,0.0,fixation
163404,733,813,0.0,fixation
163404,758,858,0.0,fixation
163404,738,869,0.0,fixation
163404,723,866,0.0,fixation
163404,683,855,0.0,fixation
163404,647,849,0.0,fixation
163404,628,844,0.0,fixation
163404,591,810,0.0,fixation
163404,576,771,0.0,fixation
163404,567,708,0.0,fixation
163404,562,673,0.0,fixation
163404,576,599,0.0,fixation
163404,592,554,0.0,fixation
163405,629,479,83.6301381082203,saccade
163405,629,479,0.0,fixation
163405,680,454,0.0,fixation
163405,1021,510,0.0,fixation
163405,1042,642,0.0,fixation
163405,1046,708,0.0,fixation
163405,1073,819,0.0,fixation
163405,1083,815,0.0,fixation
163405,1079,801,0.0,fixation
163405,1061,810,0.0,fixation
163405,1040,825,0.0,fixation
163405,1094,832,0.0,fixation
163405,1179,840,0.0,fixation
163405,1351,853,0.0,fixation
163405,1413,854,0.0,fixation
163405,1508,837,0.0,fixation
163405,1449,823,0.0,fixation
163405,1428,810,0.0,fixation
163405,1408,797,0.0,fixation
163405,1304,752,0.0,fixation
163405,1267,745,0.0,fixation
163406,1194,719,77.4919350642375,saccade
163406,1170,712,0.0,fixation
163406,1119,710,0.0,fixation
163406,1101,711,0.0,fixation
163406,1089,714,0.0,fixation
163406,1108,719,0.0,fixation
163406,1128,724,0.0,fixation
163406,1165,732,0.0,fixation
163406,1188,737,0.0,fixation
163406,1207,740,0.0,fixation
163406,1259,743,0.0,fixation
163406,1341,756,0.0,fixation
163406,1473,773,0.0,fixation
163406,1511,778,0.0,fixation
163406,1546,780,0.0,fixation
163406,1551,779,0.0,fixation
163406,1553,777,0.0,fixation
163406,1547,774,0.0,fixation
163406,1543,769,0.0,fixation
163406,1537,763,0.0,fixation
163406,1535,763,0.0,fixation
163407,1534,761,2.23606797749979,fixation
163407,1532,755,0.0,fixation
163407,1527,740,0.0,fixation
163407,1524,738,0.0,fixation
163407,1510,726,0.0,fixation
163407,1500,726,0.0,fixation
163407,1484,728,0.0,fixation
163407,1422,722,0.0,fixation
163407,758,539,0.0,fixation
163407,771,475,0.0,fixation
163407,785,391,0.0,fixation
163407,779,316,0.0,fixation
163407,766,282,0.0,fixation
163407,712,135,0.0,fixation
163407,700,111,0.0,fixation
163407,657,115,0.0,fixation
163407,632,117,0.0,fixation
163407,593,112,0.0,fixation
163407,593,112,0.0,fixation
163407,567,119,0.0,fixation
163407,572,122,0.0,fixation
163407,559,119,0.0,fixation
163408,555,122,5.0,fixation
163408,556,122,0.0,fixation
163408,554,125,0.0,fixation
163408,563,121,0.0,fixation
163408,577,126,0.0,fixation
163408,594,135,0.0,fixation
163408,627,135,0.0,fixation
163408,617,141,0.0,fixation
163408,594,193,0.0,fixation
163408,577,251,0.0,fixation
163408,549,291,0.0,fixation
163408,527,320,0.0,fixation
163408,520,340,0.0,fixation
163408,520,380,0.0,fixation
163408,524,376,0.0,fixation
163408,524,364,0.0,fixation
163408,515,377,0.0,fixation
163408,515,371,0.0,fixation
163408,517,356,0.0,fixation
163408,517,352,0.0,fixation
163408,523,351,0.0,fixation
163409,555,356,32.38826948140329,fixation
163409,579,358,0.0,fixation
163409,620,357,0.0,fixation
163409,643,348,0.0,fixation
163409,684,287,0.0,fixation
163409,750,276,0.0,fixation
163409,1114,328,0.0,fixation
163409,1132,336,0.0,fixation
163409,1140,350,0.0,fixation
163409,1132,362,0.0,fixation
163409,1115,402,0.0,fixation
163409,1073,415,0.0,fixation
163409,787,517,0.0,fixation
163409,723,1079,0.0,fixation
163409,706,1079,0.0,fixation
163409,695,1070,0.0,fixation
163409,682,817,0.0,fixation
163409,696,774,0.0,fixation
163409,728,764,0.0,fixation
163409,832,707,0.0,fixation
163409,883,684,0.0,fixation
163410,931,651,58.249463516842795,saccade
163410,957,635,0.0,fixation
163410,981,593,0.0,fixation
163410,993,577,0.0,fixation
163410,989,577,0.0,fixation
163410,990,556,0.0,fixation
163410,991,494,0.0,fixation
163410,983,430,0.0,fixation
163410,959,319,0.0,fixation
163410,937,293,0.0,fixation
163410,894,270,0.0,fixation
163410,840,295,0.0,fixation
163410,704,418,0.0,fixation
163410,613,882,0.0,fixation
163410,588,988,0.0,fixation
163410,586,987,0.0,fixation
163410,586,991,0.0,fixation
163410,669,390,0.0,fixation
163410,690,387,0.0,fixation
163410,745,339,0.0,fixation
163410,753,319,0.0,fixation
163411,766,286,35.4682957019364,fixation
163411,782,214,0.0,fixation
163411,784,201,0.0,fixation
163411,781,210,0.0,fixation
163411,775,246,0.0,fixation
