timestamp,x,y,velocity,threshold,classification
201140,1076,371,0.0,1197.6790601402063,fixation
201140,1124,364,970.1546268507923,1192.1990090856561,fixation
201140,1189,363,1300.1538370516005,1186.7599690245497,saccade
201141,1249,364,1200.1666550941998,1181.444014190929,saccade
201141,1325,353,1535.838533179839,1176.3233541189147,saccade
201141,1423,352,1960.1020381602586,1171.4538701687811,saccade
201141,1483,350,1200.6664815842908,1166.8755449791015,saccade
201141,1553,350,1400.0,1162.6214989384905,saccade
201141,1737,351,3680.0543474247766,1158.7345080862021,saccade
201141,1743,351,120.0,1155.2860230033798,fixation
201141,1838,345,1903.785702225962,1152.3954865693001,saccade
201141,1823,362,453.43136195018536,1150.2436873592258,fixation
201141,1820,378,325.5764119219941,1149.0712312814833,fixation
201141,1797,397,596.657355607052,1149.1470103673846,fixation
201141,1802,432,707.1067811865476,1150.699186150447,fixation
201141,1796,536,2083.458662896867,1153.8142523705596,saccade
201141,1808,551,384.1874542459709,1158.3388349273553,fixation
201141,1813,601,1004.987562112089,1163.8350613722073,fixation
201141,1808,660,1184.2297074469968,1169.6313323596044,saccade
201141,1774,671,714.7027354082254,1174.9581414749973,fixation
201141,1783,696,531.4132102234569,1179.1318364135523,fixation
201141,1785,714,362.2154055254967,1181.7042262622122,fixation
201141,1794,706,240.8318915758459,1182.5390103038362,fixation
201141,1825,696,651.4598989960931,1181.7914075282822,fixation
201141,1877,704,1052.2357150372723,1179.816044404463,fixation
201142,1904,711,557.8530272392541,1177.043124472161,fixation
201142,1919,707,310.4834939252005,1173.8683647088894,fixation
201142,1919,706,20.0,1170.5844290255486,fixation
201142,1919,710,80.0,1167.358681867202,fixation
201142,1919,718,160.0,1164.2473010575309,fixation
201142,1919,790,1440.0,1161.2286505202414,saccade
201142,1919,826,720.0,1158.2449412440433,fixation
201142,1919,871,900.0,1155.2456440409806,fixation
201142,1919,888,340.0,1152.2310946557436,fixation
201142,1919,912,480.0,1149.2938215679328,fixation
201142,1788,920,2624.8809496813374,1146.6514958539517,saccade
201142,1731,927,1148.5643212288983,1144.6640014754596,saccade
201142,1699,939,683.5202996254023,1143.8342800503906,fixation
201142,1696,955,325.5764119219941,1144.7638227655812,fixation
201142,1699,968,266.8332812825267,1148.102239735224,fixation
201142,1708,979,284.2534080710379,1154.4618612018714,fixation
201142,1702,999,417.612260356422,1164.329983466221,fixation
201142,1691,992,260.76809620810593,1177.9883329249146,fixation
201142,1692,976,320.62439083762797,1195.468945787082,fixation
201142,1701,973,189.73665961010275,1216.5618884647024,fixation
201142,1708,939,694.2621983083912,1240.8781357952948,fixation
201143,1724,920,496.78969393496885,1267.9512104147352,fixation
201143,1771,882,1208.801058900926,1297.3481695287485,fixation
201143,1806,891,722.772439983706,1328.7580694816234,fixation
201143,1812,884,184.39088914585773,1362.028818330203,fixation
201143,1808,881,100.0,1397.1390923075362,fixation
201143,1798,888,244.13111231467403,1432.7978907676356,fixation
201143,1790,907,412.31056256176606,1470.8355224624984,fixation
201143,1773,920,428.0186911806539,1510.6999027131171,fixation
201143,1688,925,1702.93863659264,1551.4975480625849,saccade
201143,1628,927,1200.6664815842908,1591.958628695364,fixation
201143,1589,931,784.0918313565063,1630.5322845009314,fixation
201143,1547,953,948.2615672903758,1665.5998398300687,fixation
201143,1551,966,272.02941017470886,1695.7593053552946,fixation
201143,1552,1003,740.2702209328698,1720.0909858767673,fixation
201143,1544,995,226.27416997969522,1738.3243546109616,fixation
201143,1497,1004,957.0788891204319,1750.8485275873966,fixation
201143,1477,1009,412.31056256176606,1758.5734286620109,fixation
201143,1447,1010,600.3332407921454,1762.6889556189228,fixation
201143,1403,1016,888.1441324469807,1764.4032736512559,fixation
201143,1369,1013,682.6419266350405,1764.7455967346286,fixation
201143,1273,1016,1920.9372712298546,1764.4589157255732,saccade
201144,1217,1017,1120.1785571952355,1764.0030562903266,fixation
201144,1034,1006,3666.606060105176,1763.61163617713,saccade
201144,957,990,1572.8954192825408,1763.3692453518652,fixation
201144,882,956,1646.9365500832141,1763.2774972094717,fixation
201144,872,943,328.0243893371345,1763.2996137594025,fixation
201144,865,928,331.05890714493694,1763.3852937560625,fixation
201144,862,936,170.8800749063506,1763.4837558009995,fixation
201144,841,937,420.47592083257274,1763.5510942432911,fixation
201144,826,938,300.66592756745814,1763.558539784905,fixation
201144,773,922,1107.2488428533127,1763.5061826074884,fixation
201144,739,917,687.3136110975832,1763.4431795546825,fixation
201144,699,906,829.6987405076616,1763.4911588237965,fixation
201144,671,902,565.685424949238,1763.8635853747596,fixation
201144,661,903,200.9975124224178,1764.8635742541649,fixation
201144,629,906,642.8063471995279,1766.8537261461465,fixation
201144,622,907,141.4213562373095,1770.1939559434863,fixation
201144,629,909,145.60219778561034,1775.157138667754,fixation
201144,653,909,480.0,1781.8481222890432,fixation
201144,677,909,480.0,1790.1472541512512,fixation
201144,697,908,400.4996878900157,1799.7000433308615,fixation
201144,769,894,1466.9696656713797,1809.9535885312782,fixation
201145,819,885,1016.070863670443,1820.231760638653,fixation
201145,932,880,2262.211307548435,1829.832287675783,saccade
201145,989,884,1142.8035701729323,1838.1284614506542,fixation
201145,1042,880,1063.014581273465,1844.6606368868788,fixation
201145,1064,876,447.21359549995793,1849.2052711085873,fixation
201145,1010,884,1091.7875251164944,1851.8029646915593,fixation
201145,921,863,1828.879438344693,1852.7421018962868,fixation
201145,784,853,2747.2895733795517,1852.493985153366,saccade
201145,687,747,2873.6736070750967,1851.6109432090964,saccade
201145,589,681,2363.0488780387086,1850.6131375263308,saccade
