Record Time,X Coordinate,Y Coordinate
203957976904 ,1362,584
203957993946 ,1366,586
203958011133 ,1366,586
203958028147 ,1366,586
203958045212 ,1364,611
203958062530 ,1364,611
203958079547 ,1364,619
203958096668 ,1364,619
203958113850 ,1368,617
203958130897 ,1368,617
203958148251 ,1372,630
203958165404 ,1375,645
203958182519 ,1375,645
203958199885 ,1374,648
203958216791 ,1374,648
203958233943 ,1382,645
203958251279 ,1382,645
203958268418 ,1392,661
203958285744 ,1392,661
203958302902 ,1393,680
203958320121 ,1393,680
203958337079 ,1396,755
203958354278 ,1396,755
203958371485 ,1396,755
203958388799 ,1396,755
203958405943 ,1396,755
203958422892 ,1396,754
203958440389 ,1395,754
203958457308 ,1395,754
203958474482 ,1395,754
203958491801 ,1395,754
203958508760 ,1368,746
203958526043 ,1368,746
203958543209 ,746,754
203958560502 ,746,754
203958577488 ,755,672
203958594818 ,755,672
203958611910 ,761,610
203958629029 ,761,610
203958646014 ,755,542
203958663288 ,753,462
203958680700 ,753,462
203958697885 ,743,398
203958715093 ,743,398
203958732453 ,743,398
203958749608 ,737,380
203958766794 ,737,380
203958783968 ,730,357
203958800868 ,730,357
203958817983 ,726,331
203958835370 ,726,331
203958852276 ,731,319
203958869389 ,730,293
203958886322 ,730,293
203958903566 ,735,253
203958920670 ,735,253
203958938185 ,744,214
203958955591 ,744,214
203958972680 ,755,205
203958989984 ,755,205
203959007012 ,762,188
203959024039 ,762,188
203959041021 ,772,169
203959058145 ,772,169
203959075634 ,772,168
203959092776 ,772,168
203959110049 ,772,168
203959126915 ,779,145
203959144296 ,780,137
203959161481 ,780,137
203959178801 ,780,114
203959195964 ,780,114
203959213261 ,793,99
203959230321 ,793,99
203959247647 ,795,97
203959264790 ,795,97
203959281942 ,795,99
203959299040 ,795,99
203959316294 ,791,90
203959333390 ,786,82
203959350438 ,786,82
203959367814 ,786,73
203959385075 ,786,73
203959402266 ,796,69
203959419258 ,796,69
203959436398 ,796,69
203959453340 ,804,58
203959470717 ,804,58
203959487996 ,814,49
203959505192 ,814,49
203959522116 ,824,41
203959539296 ,824,41
203959556524 ,851,26
203959573584 ,870,15
203959590526 ,870,15
203959607694 ,891,3
203959624589 ,891,3
203959641759 ,903,0
203959658791 ,903,0
203959676048 ,911,4
203959692973 ,911,4
203959710026 ,918,4
203959727151 ,918,4
203959744370 ,923,8
203959761664 ,923,8
203959778805 ,923,8
203959795623 ,925,11
203959812722 ,925,11
203959829817 ,938,12
203959847022 ,935,28
203959864199 ,935,28
203959881409 ,938,42
203959898421 ,938,42
203959915405 ,939,59
203959932300 ,939,59
203959949464 ,948,72
203959966470 ,948,72
203959983453 ,944,95
204000000815 ,944,95
204000018222 ,933,115
204000035584 ,933,115
204000052459 ,919,123
204000069736 ,894,144
204000087020 ,894,144
204000104306 ,896,169
204000121434 ,896,169
204000138745 ,896,169
204000156005 ,872,180
204000173042 ,872,180
204000190161 ,784,194
204000207100 ,784,194
204000224320 ,680,215
204000241503 ,680,215
204000258656 ,554,252
204000275839 ,554,252
204000293165 ,477,274
204000310571 ,477,274
204000327890 ,422,291
204000345027 ,390,305
204000362082 ,390,305
204000379161 ,352,311
204000396344 ,352,311
204000413673 ,337,312
204000430832 ,337,312
204000447921 ,353,317
204000465263 ,353,317
204000482409 ,353,317
204000499720 ,369,312
204000516842 ,369,312
204000533992 ,378,306
204000551198 ,386,304
204000568366 ,386,304
204000585570 ,398,301
204000602604 ,398,301
204000619515 ,423,297
204000636758 ,423,297
204000654118 ,436,295
204000671010 ,436,295
204000688057 ,460,288
204000705248 ,460,288
204000722877 ,498,269
204000739994 ,498,269
204000757053 ,498,262
204000774076 ,509,265
204000791288 ,509,265
204000808380 ,509,265
204000825480 ,528,265
204000842333 ,528,265
204000859563 ,541,268
204000876776 ,541,268
204000894014 ,544,268
204000911050 ,544,268
204000928701 ,552,269
204000945980 ,552,269
204000963371 ,537,281
204000980548 ,537,281
204000997641 ,551,306
204001014750 ,551,306
204001031812 ,564,315
204001048961 ,568,340
204001066112 ,568,340
204001083161 ,569,358
204001100457 ,569,358
204001117546 ,587,392
204001134487 ,587,392
204001151873 ,601,419
204001169173 ,601,419
204001186285 ,601,419
204001203747 ,627,478
204001220900 ,627,478
204001237975 ,669,492
204001255184 ,669,492
204001272209 ,1263,416
204001289529 ,1265,406
204001307016 ,1265,406
204001324238 ,1273,385
204001341311 ,1273,385
204001358489 ,1267,380
204001375503 ,1267,380
204001392414 ,1264,384
204001409492 ,1264,384
204001426589 ,1270,387
204001443837 ,1270,387
204001461201 ,1257,392
204001478597 ,1249,415
204001495570 ,1249,415
204001512823 ,1236,437
204001529825 ,1236,437
204001546977 ,1236,437
204001564204 ,1233,445
204001581453 ,1233,445
204001598685 ,1225,449
204001615866 ,1225,449
204001633008 ,1219,469
204001650422 ,1219,469
204001667430 ,1222,477
204001684724 ,1216,489
204001702033 ,1216,489
204001719230 ,1204,510
204001736269 ,1204,510
204001753353 ,1194,541
204001770628 ,1194,541
204001787714 ,1167,554
204001804648 ,1167,554
204001821882 ,1151,561
204001839110 ,1151,561
204001856315 ,1110,561
204001873467 ,1110,561
204001890473 ,1110,561
204001907478 ,1086,561
204001924658 ,1086,561
204001942021 ,1050,569
204001959244 ,1006,588
204001976778 ,1006,588
204001993983 ,1006,588
204002010960 ,976,602
204002028491 ,956,601
204002045501 ,956,601
204002062615 ,908,604
204002079839 ,908,604
204002097200 ,847,605
204002114439 ,847,605
204002131288 ,816,615
204002148318 ,816,615
204002165310 ,810,616
204002182351 ,795,613
204002199493 ,795,613
204002216597 ,802,608
204002233595 ,802,608
204002250800 ,802,608
204002268003 ,756,606
204002284997 ,756,606
204002302220 ,730,595
204002319334 ,730,595
204002336568 ,680,559
204002353615 ,680,559
204002370740 ,598,433
204002387837 ,598,433
204002404934 ,601,347
204002422131 ,606,282
204002439297 ,606,282
204002456401 ,614,234
204002473462 ,614,234
204002490551 ,614,193
204002507884 ,614,193
204002525038 ,606,195
204002541967 ,606,195
204002559365 ,607,177
204002576192 ,607,177
204002593361 ,607,177
204002610794 ,610,165
204002627897 ,610,165
204002645293 ,616,152
204002662385 ,620,165
204002679252 ,620,165
204002696412 ,626,173
204002713323 ,626,173
204002730564 ,628,180
204002747823 ,628,180
204002764790 ,624,194
204002782102 ,624,194
204002799315 ,596,198
204002816415 ,596,198
204002833811 ,566,199
204002851148 ,566,199
204002868354 ,530,206
204002885553 ,525,204
204002902845 ,525,204
204002920054 ,519,204
204002937439 ,519,204
204002954729 ,519,204
204002972095 ,516,205
204002989555 ,516,205
204003006653 ,517,205
204003023979 ,517,205
204003041091 ,525,217
204003058180 ,525,217
204003075446 ,529,237
204003092423 ,529,237
204003109407 ,532,263
204003126514 ,526,297
204003143939 ,526,297
204003161122 ,505,406
204003178415 ,505,406
204003195371 ,507,519
204003212411 ,507,519
204003229395 ,523,603
204003246523 ,523,603
204003263940 ,529,642
204003280943 ,529,642
204003298109 ,529,642
204003315035 ,540,683
204003332262 ,540,683
204003349132 ,540,706
204003366075 ,540,701
204003383058 ,540,701
204003400441 ,542,682
204003417523 ,542,682
204003434700 ,540,673
204003451890 ,540,673
204003469057 ,533,669
204003486012 ,533,669
204003503058 ,531,663
204003520410 ,531,663
204003537273 ,528,639
204003554604 ,528,639
204003571753 ,510,614
204003588767 ,510,614
204003605667 ,495,594
204003622958 ,495,594
204003640064 ,488,560
204003657298 ,488,560
204003674425 ,488,518
204003691328 ,488,518
204003708326 ,471,511
204003725335 ,471,511
204003742444 ,474,495
204003759369 ,474,495
204003776782 ,471,484
204003793841 ,471,484
204003811014 ,472,458
204003828190 ,472,458
204003845205 ,475,439
204003862499 ,483,421
204003879417 ,483,421
204003896772 ,481,393
204003913995 ,481,393
204003931091 ,484,384
204003948478 ,484,384
