timestamp,x,y,velocity,threshold,classification
210255,816,149,0.0,2199.9578730959565,fixation
210255,1344,176,10573.7978040059,2187.2955140585163,saccade
210255,1421,193,1577.0859202973056,2174.467674339485,fixation
210256,1513,198,1842.7153876819934,2161.5085630617045,fixation
210256,1623,194,2201.454064930722,2148.5720670120663,saccade
210256,1646,191,463.89654018972806,2135.993279187328,fixation
210256,1658,185,268.32815729997475,2124.3381972127545,fixation
210256,1649,183,184.39088914585773,2114.4176179487918,fixation
210256,1653,180,100.0,2107.2321431553146,fixation
210256,1654,178,44.721359549995796,2103.8251961811557,fixation
210256,1331,167,6463.745044476925,2105.05031169477,saccade
210256,929,160,8041.218813090463,2111.310791768794,saccade
210256,934,161,101.98039027185568,2122.363106694689,fixation
210256,908,157,526.1178575186361,2137.2828693029765,fixation
210256,911,160,84.85281374238569,2154.6185009164974,fixation
210256,826,154,1704.2300314218146,2172.6794833186796,fixation
210256,760,153,1320.15150645674,2189.850460615329,fixation
210256,704,185,1289.9612397277679,2204.8295362911426,fixation
210256,680,197,536.6563145999495,2216.7425287216524,fixation
210256,684,305,2161.4809737770074,2225.147604731341,fixation
210256,673,314,284.2534080710379,2229.9640329644512,fixation
210256,655,406,1874.8866632412744,2231.385123081214,fixation
210256,646,433,569.2099788303083,2229.7935708021546,fixation
210256,624,497,1353.5139452550904,2225.6967100542024,fixation
210256,591,515,751.7978451685,2219.6728950656084,fixation
210257,552,526,810.4319835741924,2212.3192096060116,fixation
210257,497,539,1130.3096920755831,2204.197543278263,fixation
210257,494,532,152.31546211727817,2195.781941472414,fixation
210257,476,526,379.4733192202055,2187.4215468644543,fixation
210257,479,426,2000.8997975910736,2179.328444025698,fixation
210257,477,307,2380.3361107205005,2171.5927299722043,saccade
210257,438,204,2202.7255843613384,2164.2167269315964,saccade
210257,437,186,360.5551275463989,2157.1550533760596,fixation
210257,445,176,256.12496949731394,2150.3493178617146,fixation
210257,440,200,490.3060268852505,2143.749564318736,fixation
210257,432,192,226.27416997969522,2137.326074535379,fixation
210257,424,205,305.28675044947494,2131.069111249167,fixation
210257,424,205,0.0,2124.988031220302,fixation
210257,407,205,340.0,2119.105016972516,fixation
210257,385,206,440.4543109109048,2113.450165454714,fixation
210257,361,218,536.6563145999495,2108.0553945763504,fixation
210257,355,229,250.59928172283335,2102.9477044163646,fixation
210257,356,271,840.2380615040001,2098.1431158043843,fixation
210257,360,317,923.4717104492156,2093.6403766383387,fixation
210257,350,369,1059.056183589898,2089.4153919360524,fixation
210257,333,346,572.0139858430036,2085.4207093518353,fixation
210258,292,362,880.2272433866154,2081.5857018914194,fixation
210258,287,359,116.61903789690601,2077.822842698149,fixation
210258,269,344,468.6149805543992,2074.035696498211,fixation
210258,260,343,181.10770276274835,2070.1293122756897,fixation
210258,248,341,243.31050121192877,2066.020986657646,fixation
210258,243,332,205.91260281974002,2025.4396276335651,fixation
210258,238,319,278.56776554368236,1984.6459733115253,fixation
210258,224,245,1506.2536307010184,1945.011685990925,fixation
210258,218,216,592.2837157984338,1907.5169303490804,fixation
210258,216,187,581.3776741499453,1872.6285082397274,fixation
210258,209,196,228.03508501982756,1840.331691180922,fixation
210258,212,204,170.8800749063506,1810.27455753691,fixation
210258,202,227,501.59744815937813,1781.9626330591411,fixation
210258,225,274,1046.5180361560904,1754.9327018985714,fixation
210258,265,298,932.9523031752481,1728.8870277857561,fixation
210258,476,339,4298.930099454979,1703.750675832494,saccade
210258,595,364,2431.9539469323836,1679.673550951759,saccade
210258,918,385,6473.63885307174,1656.968100167248,saccade
210258,1021,395,2069.6859665176257,1635.992713984984,saccade
210258,1151,419,2643.9364591457183,1617.041705572703,saccade
210258,1183,435,715.5417527999327,1600.27126726931,fixation
210259,1213,470,921.9544457292888,1585.6773075982749,fixation
210259,1290,529,1940.103090044444,1573.1168389298327,saccade
210259,1351,562,1387.083270751976,1562.3528001806699,fixation
210259,1417,623,1797.4426277353055,1553.099209803947,saccade
210259,1526,756,3439.185950192283,1545.0442787461072,saccade
210259,1566,803,1234.3419299367577,1537.8874299592235,fixation
210259,1617,911,2388.723508487326,1531.356944048846,saccade
210259,1645,943,850.4116650187719,1525.2239259043936,fixation
210259,1669,942,480.4164859785725,1519.3293658566495,fixation
210259,1671,931,223.60679774997897,1513.5881824478236,fixation
210259,1677,925,169.70562748477138,1507.9847755627,fixation
210259,1688,914,311.12698372208087,1502.5644675203716,fixation
210259,1672,918,329.8484500494128,1497.4234788793115,fixation
210259,1608,925,1287.6334882255896,1492.7096727283504,fixation
210259,1592,927,322.49030993194197,1488.6317312317822,fixation
210259,1572,921,417.612260356422,1485.4708518066495,fixation
210259,1522,907,1038.4603988597735,1483.576548057943,fixation
210259,1498,903,486.62100242385753,1483.3399624961016,fixation
210259,1478,897,417.612260356422,1485.1405646868043,fixation
210259,1459,897,380.0,1489.2590728802008,fixation
210259,1472,906,316.2277660168379,1495.7908787833408,fixation
210259,1484,977,1440.1388821915752,1504.5810494662383,fixation
210300,1493,978,181.10770276274835,1515.2145776810657,fixation
210300,1493,1007,580.0,1527.0654937584582,fixation
210300,1490,1019,247.3863375370596,1539.4010019181246,fixation
210300,1486,1020,82.4621125123532,1551.5040664808853,fixation
210300,1483,1001,384.70768123342685,1562.7849322732018,fixation
210300,1478,999,107.70329614269006,1572.848619393508,fixation
210300,1476,1000,44.721359549995796,1581.5163321084767,fixation
210300,1472,1000,80.0,1588.8000547159422,fixation
210300,1471,996,82.4621125123532,1594.8495862992233,fixation
210300,1473,997,44.721359549995796,1599.889394685702,fixation
