Record Time,X Coordinate,Y Coordinate,timestamp,velocity,threshold,classification
201018504002,1835,572,72618.504002,0.0,4162.774693234626,fixation
201018521030,1835,572,72618.52103,0.0,4138.586458793848,fixation
201018538036,1826,569,72618.538036,569.2099788303083,4113.803765902869,fixation
201018555106,1826,569,72618.555106,0.0,4088.460638361288,fixation
201018572313,1818,564,72618.572313,566.0388679233962,4062.6660864585315,fixation
201018589441,1818,564,72618.589441,0.0,4036.586962363518,fixation
201018606348,1813,555,72618.606348,617.7378084592201,4010.444577867937,fixation
201018623464,1813,555,72618.623464,0.0,3984.5169964299253,fixation
201018640645,1813,555,72618.640645,0.0,3959.146162323489,fixation
201018658018,1798,543,72618.658018,1152.5623627379127,3934.738746699616,fixation
201018675061,1776,537,72618.675061,1368.2105101189654,3911.7512674268773,fixation
201018692328,1776,537,72618.692328,0.0,3890.6510692328507,fixation
201018709565,1747,532,72618.709565,1765.6726763474594,3871.8533759963875,fixation
201018726800,1747,532,72618.7268,0.0,3855.6423004862354,fixation
201018743998,835,504,72618.743998,54745.78339927195,3842.093685311105,saccade
201018761290,835,504,72618.76129,0.0,3831.025057043071,fixation
201018778401,814,478,72618.778401,2005.2929960482084,3821.9914109104548,fixation
201018795457,814,478,72618.795457,0.0,3814.3355569453465,fixation
201018812898,810,455,72618.812898,1400.7141035914503,3807.2838613787458,fixation
201018830299,810,455,72618.830299,0.0,3800.0708949652253,fixation
201018847591,825,427,72618.847591,1905.885620912231,3792.0528438867327,fixation
201018864609,825,427,72618.864609,0.0,3782.7920275609754,fixation
201018881849,823,409,72618.881849,1086.6462165764901,3772.0902032502872,fixation
201018898756,827,387,72618.898756,1341.640786499874,3759.9670890254556,fixation
201018915847,827,387,72618.915847,0.0,3746.604898217387,fixation
201018933501,819,358,72618.933501,1804.9930747789588,3732.2757033613234,fixation
201018950400,819,358,72618.9504,0.0,3717.2726628802525,fixation
201018967483,729,334,72618.967483,5588.702890653609,3701.8619892449283,saccade
201018985078,729,334,72618.985078,0.0,3686.257738246564,fixation
201019001953,729,334,72619.001953,0.0,3670.617200662822,fixation
201019019116,594,290,72619.019116,8519.366173607048,3655.047711298778,saccade
201019036098,594,290,72619.036098,0.0,3639.618419944848,fixation
201019053279,507,260,72619.053279,5521.630194064069,3624.3714609816125,saccade
201019070514,507,260,72619.070514,0.0,3609.3304981907695,fixation
201019087591,464,252,72619.087591,2624.2713274354846,3594.5069475593073,fixation
201019104825,464,252,72619.104825,0.0,3579.904435797259,fixation
201019122137,429,235,72619.122137,2334.609175001246,3565.522985923918,fixation
201019139242,365,214,72619.139242,4041.4353885717387,3551.362652493889,saccade
201019156421,365,214,72619.156421,0.0,3537.4259830916876,fixation
201019173375,329,179,72619.173375,3012.5736505519662,3523.71796673724,fixation
201019190282,329,179,72619.190282,0.0,3510.2431939943144,fixation
201019207361,308,169,72619.207361,1395.564401953561,3497.0016568912915,fixation
201019224588,308,169,72619.224588,0.0,3483.984900312432,fixation
201019241814,325,195,72619.241814,1863.866948041088,3471.1763090379836,fixation
201019258929,325,195,72619.258929,0.0,3458.554860634754,fixation
201019276366,322,194,72619.276366,189.73665961010278,3446.1010189565022,fixation
201019293496,322,194,72619.293496,0.0,3433.8021493654664,fixation
201019310522,322,194,72619.310522,0.0,3421.6543909897655,fixation
201019327911,322,194,72619.327911,0.0,3409.661689429403,fixation
201019345016,322,194,72619.345016,0.0,3397.834427426724,fixation
201019362268,324,195,72619.362268,134.1640786499874,3386.191456958178,fixation
201019379378,302,196,72619.379378,1321.3629327327144,3383.1953035855804,fixation
201019396606,302,196,72619.396606,0.0,3380.572267317585,fixation
201019414004,270,191,72619.414004,1943.2961688841974,3378.807911515154,fixation
201019430927,270,191,72619.430927,0.0,3378.273426528744,fixation
201019448067,260,177,72619.448067,1032.2790320451152,3378.9939825513866,fixation
201019465120,260,177,72619.46512,0.0,3380.292200543461,fixation
201019482317,257,155,72619.482317,1332.2161986704712,3380.3784046072083,fixation
201019499365,257,155,72619.499365,0.0,3376.0289055213534,fixation
201019516588,275,121,72619.516588,2308.2460874005615,3362.6264366819805,fixation
201019533764,275,121,72619.533764,0.0,3334.6657125372403,fixation
201019550927,297,87,72619.550927,2429.8148077579904,3286.7527624312534,fixation
201019568043,297,87,72619.568043,0.0,3214.9104377754466,fixation
201019585329,358,59,72619.585329,4027.1578066919606,3117.814696023832,saccade
201019602530,440,37,72619.60253,5093.9964664298695,2997.6834559638455,saccade
