Record Time,X Coordinate,Y Coordinate,timestamp,velocity,threshold,classification
224322630646,1498,1032,81802.630646,0.0,1089.2222782911697,fixation
224322647912,1498,1032,81802.647912,0.0,1088.2359457943141,fixation
224322665323,1486,1033,81802.665323,240.8318915758459,1086.3710990631043,fixation
224322682740,1486,1033,81802.68274,0.0,1083.6467197585744,fixation
224322700126,1469,1034,81802.700126,340.58772731852804,1080.1034588881826,fixation
224322717145,1469,1034,81802.717145,0.0,1075.8125151094223,fixation
224322734275,1472,1034,81802.734275,60.0,1070.8819844021677,fixation
224322751725,1472,1034,81802.751725,0.0,1065.4454976938707,fixation
224322768737,1473,1034,81802.768737,20.0,1059.6509679457533,fixation
224322785830,1466,1035,81802.78583,141.4213562373095,1053.639095645431,fixation
224322803092,1466,1035,81802.803092,0.0,1047.531001638796,fixation
224322820081,1466,1035,81802.820081,0.0,1041.417662251319,fixation
224322837798,1451,1035,81802.837798,300.0,1035.3608273328111,fixation
224322854985,1451,1035,81802.854985,0.0,1029.3981138728425,fixation
224322871972,1456,1033,81802.871972,107.70329614269006,1023.5511801984007,fixation
224322889163,1456,1033,81802.889163,0.0,1017.8315540855399,fixation
224322906826,1449,1032,81802.906826,141.4213562373095,1012.2438835886944,fixation
224322924025,1449,1032,81802.924025,0.0,1006.7858663184998,fixation
224322940980,1456,1031,81802.94098,141.4213562373095,1001.4485247610364,fixation
224322958352,1456,1031,81802.958352,0.0,996.2174977484681,fixation
224322975785,1457,1023,81802.975785,161.24515496597098,991.0764522182969,fixation
224322992989,1457,1011,81802.992989,240.0,986.011209391789,fixation
224323010005,1457,1011,81803.010005,0.0,981.0133432197606,fixation
224323027382,1447,1001,81803.027382,282.842712474619,976.0809488371972,fixation
224323044592,1447,1001,81803.044592,0.0,971.2170670193318,fixation
224323061859,1403,983,81803.061859,950.789145920377,966.4268933482804,fixation
224323079060,1403,983,81803.07906,0.0,961.7147946334371,fixation
224323096618,1356,954,81803.096618,1104.536101718726,957.0825419015562,saccade
224323113765,1356,954,81803.113765,0.0,952.5290018070509,fixation
224323131060,1248,937,81803.13106,2186.5955272980873,948.0508977462919,saccade
224323148105,1248,937,81803.148105,0.0,943.6441033763281,fixation
224323165217,1161,895,81803.165217,1932.1490625725542,939.3046996203641,saccade
224323182535,1161,895,81803.182535,0.0,935.0295708853666,fixation
224323199716,1047,902,81803.199716,2284.2942017174582,930.8165903455024,saccade
224323217081,1047,902,81803.217081,0.0,926.6644484626238,fixation
224323233993,882,879,81803.233993,3331.9063612292584,922.5723488661157,saccade
224323251153,882,879,81803.251153,0.0,918.539697080553,fixation
224323268446,744,853,81803.268446,2808.558349046713,914.5658078785596,saccade
224323285655,744,853,81803.285655,0.0,910.6497251540096,fixation
224323302876,685,833,81803.302876,1245.9534501738017,906.790157480488,saccade
224323320086,685,833,81803.320086,0.0,902.9856193771585,fixation
224323337507,592,815,81803.337507,1894.518408461633,899.2348134215081,saccade
224323354861,592,815,81803.354861,0.0,895.5372282239241,fixation
224323371974,521,793,81803.371974,1486.6068747318504,891.8937884077361,saccade
224323389100,521,793,81803.3891,0.0,888.3073538541246,fixation
224323406371,466,768,81803.406371,1208.3045973594571,884.782680044157,saccade
