Record Time,X Coordinate,Y Coordinate
224322630646 ,1498,1032
224322647912 ,1498,1032
224322665323 ,1486,1033
224322682740 ,1486,1033
224322700126 ,1469,1034
224322717145 ,1469,1034
224322734275 ,1472,1034
224322751725 ,1472,1034
224322768737 ,1473,1034
224322785830 ,1466,1035
224322803092 ,1466,1035
224322820081 ,1466,1035
224322837798 ,1451,1035
224322854985 ,1451,1035
224322871972 ,1456,1033
224322889163 ,1456,1033
224322906826 ,1449,1032
224322924025 ,1449,1032
224322940980 ,1456,1031
224322958352 ,1456,1031
224322975785 ,1457,1023
224322992989 ,1457,1011
224323010005 ,1457,1011
224323027382 ,1447,1001
224323044592 ,1447,1001
224323061859 ,1403,983
224323079060 ,1403,983
224323096618 ,1356,954
224323113765 ,1356,954
224323131060 ,1248,937
224323148105 ,1248,937
224323165217 ,1161,895
224323182535 ,1161,895
224323199716 ,1047,902
224323217081 ,1047,902
224323233993 ,882,879
224323251153 ,882,879
224323268446 ,744,853
224323285655 ,744,853
224323302876 ,685,833
224323320086 ,685,833
224323337507 ,592,815
224323354861 ,592,815
224323371974 ,521,793
224323389100 ,521,793
224323406371 ,466,768
224323423570 ,420,729
224323440792 ,420,729
224323458059 ,420,729
224323475259 ,390,661
224323492501 ,348,589
224323509705 ,348,589
224323526733 ,338,537
224323544127 ,338,537
224323561411 ,324,482
224323578742 ,324,482
224323596159 ,310,409
224323613174 ,310,409
224323630619 ,310,409
224323648358 ,339,397
224323665531 ,342,399
224323682529 ,342,399
224323699801 ,339,399
224323716988 ,339,399
224323734030 ,351,357
224323751577 ,351,357
224323768736 ,353,316
224323785814 ,353,316
224323803092 ,358,270
224323820509 ,358,270
224323837938 ,344,232
224323855332 ,344,232
224323872831 ,358,215
224323889972 ,355,232
224323907123 ,355,232
224323924228 ,342,228
224323941297 ,342,228
224323958517 ,330,216
224323975537 ,330,216
224323992998 ,323,187
224324010208 ,323,187
224324027576 ,323,187
224324045149 ,293,172
224324062244 ,293,172
224324079745 ,280,164
224324096971 ,269,166
224324114052 ,269,166
224324131681 ,253,156
224324149068 ,253,156
224324166386 ,214,152
224324183738 ,214,152
224324201222 ,197,153
224324218605 ,197,153
224324235512 ,178,159
224324252644 ,178,159
224324269682 ,147,159
224324286991 ,147,159
224324304412 ,140,158
224324321717 ,138,157
224324338964 ,138,157
224324356301 ,135,158
224324373701 ,135,158
224324390896 ,135,158
224324408334 ,135,158
224324425858 ,144,154
224324442972 ,146,154
224324460112 ,146,154
224324477446 ,163,152
224324494625 ,163,152
224324512157 ,175,154
224324529408 ,188,158
224324546611 ,188,158
224324563672 ,193,159
224324580742 ,193,159
224324597768 ,200,160
224324614847 ,200,160
224324631872 ,209,164
224324648937 ,209,164
224324666035 ,236,165
224324683049 ,236,165
224324700113 ,272,169
224324717139 ,272,169
224324734213 ,299,169
224324751248 ,299,169
224324768353 ,345,172
224324785882 ,345,172
224324802920 ,422,174
224324819937 ,422,174
224324837555 ,493,176
224324854578 ,493,176
224324871651 ,554,179
224324888987 ,554,179
224324906299 ,610,181
224324923710 ,610,181
224324940989 ,697,183
224324958403 ,697,183
224324975484 ,773,186
224324992697 ,810,194
224325009985 ,810,194
224325027180 ,895,192
224325044485 ,895,192
224325061578 ,987,191
224325078624 ,987,191
224325096031 ,1062,189
224325113238 ,1062,189
224325130774 ,1149,191
224325148293 ,1149,191
224325165333 ,1169,188
224325182924 ,1169,188
224325200170 ,1169,188
224325217354 ,1208,188
224325234569 ,1210,186
224325252119 ,1210,186
224325269203 ,1241,178
224325286407 ,1241,178
224325303655 ,1240,176
224325321194 ,1240,176
224325338730 ,1245,174
224325356291 ,1245,174
224325373593 ,1244,166
224325390884 ,1244,166
224325408093 ,1246,159
224325425498 ,1238,148
224325442636 ,1238,148
224325459975 ,1231,140
224325477120 ,1231,140
224325494117 ,1220,134
224325511567 ,1220,134
224325529286 ,1187,128
224325546757 ,1187,128
224325564125 ,1138,129
224325581368 ,1138,129
224325598605 ,1138,129
224325615608 ,1086,136
224325632897 ,1086,136
224325650237 ,1073,136
224325667338 ,1035,133
224325684601 ,1035,133
224325701698 ,1026,131
224325719090 ,1026,131
224325736384 ,1008,134
224325753729 ,1008,134
224325771003 ,997,135
224325788216 ,997,135
224325805340 ,989,135
224325822568 ,989,135
224325840389 ,987,135
224325857354 ,976,136
224325874817 ,976,136
224325892292 ,959,142
224325909613 ,959,142
224325926985 ,943,147
224325944207 ,943,147
224325961604 ,931,151
224325978652 ,931,151
224325995948 ,931,151
224326013220 ,926,161
224326030207 ,926,161
224326047543 ,926,167
224326064972 ,934,175
224326082126 ,934,175
224326099356 ,934,175
224326116885 ,937,185
224326134161 ,938,187
224326151630 ,938,187
224326168809 ,942,192
224326186006 ,942,192
224326203052 ,946,205
224326220534 ,946,205
224326237976 ,945,211
224326255057 ,945,211
224326272452 ,944,217
