Record Time,X Coordinate,Y Coordinate
163523179992 ,1687,654
163523197125 ,1687,654
163523213972 ,1334,654
163523230844 ,1334,654
163523247859 ,1261,651
163523264999 ,1261,651
163523282221 ,1183,635
163523299436 ,1183,635
163523316491 ,1053,612
163523333399 ,1053,612
163523350612 ,990,603
163523367881 ,990,603
163523384802 ,947,587
163523401974 ,947,587
163523419198 ,915,568
163523436433 ,915,568
163523453570 ,891,562
163523470931 ,891,562
163523488007 ,886,543
163523505232 ,886,543
163523522535 ,882,537
163523540023 ,877,538
163523557006 ,877,538
163523574180 ,865,540
163523591563 ,865,540
163523608733 ,835,534
163523625705 ,835,534
163523643049 ,835,534
163523660071 ,796,540
163523677442 ,796,540
163523694632 ,760,544
163523711746 ,760,544
163523728723 ,718,547
163523746131 ,676,550
163523763145 ,676,550
163523780251 ,621,553
163523797593 ,621,553
163523814934 ,565,555
163523832059 ,565,555
163523849337 ,483,555
163523866366 ,483,555
163523883440 ,427,555
163523900665 ,427,555
163523917742 ,364,553
163523934715 ,364,553
163523951731 ,350,551
163523968756 ,350,551
163523986031 ,334,540
163524003225 ,334,540
163524020729 ,299,513
163524038068 ,299,513
163524055282 ,299,492
163524072567 ,299,492
163524089590 ,298,472
163524106731 ,298,472
163524123922 ,290,442
163524141068 ,290,442
163524158123 ,291,429
163524175390 ,291,429
163524192617 ,299,375
163524209627 ,299,375
163524227102 ,311,272
163524244370 ,356,198
163524261748 ,356,198
163524278897 ,411,110
163524295966 ,411,110
163524313373 ,449,49
163524330480 ,449,49
163524347646 ,449,49
163524364892 ,484,30
163524382248 ,484,30
163524399375 ,509,25
163524416464 ,509,25
163524433660 ,486,29
163524450576 ,478,43
163524467835 ,478,43
163524485228 ,475,47
163524502640 ,475,47
163524519641 ,473,50
163524537080 ,473,50
163524554151 ,471,53
163524571292 ,471,53
163524588422 ,472,61
163524605421 ,472,61
163524622521 ,470,67
163524639538 ,470,67
163524656564 ,489,692
163524673912 ,488,656
163524690756 ,488,656
163524707778 ,488,656
163524724988 ,454,636
163524742075 ,454,636
163524759179 ,435,610
163524776090 ,435,610
163524793220 ,425,551
163524810497 ,425,551
163524827631 ,426,442
163524844560 ,426,442
163524861587 ,426,341
163524878695 ,426,341
163524895773 ,416,295
163524913311 ,416,295
163524930579 ,416,208
163524947771 ,416,184
163524964922 ,416,184
163524982809 ,458,101
163525000048 ,458,101
163525017262 ,507,45
163525034575 ,507,45
163525051547 ,507,45
163525068777 ,586,0
163525085785 ,586,0
163525102825 ,644,0
163525120268 ,644,0
163525137456 ,1014,0
163525154450 ,1014,0
163525171382 ,956,0
163525188764 ,,
163525206043 ,,
163525223265 ,,
163525240631 ,,
163525257772 ,,
163525275012 ,,
163525292186 ,,
163525309034 ,,
163525326147 ,,
163525343231 ,,
163525360508 ,,
163525377672 ,,
163525394779 ,,
163525412046 ,,
163525429217 ,,
163525446439 ,,
163525463456 ,,
163525480566 ,,
163525497889 ,,
163525515260 ,,
163525532696 ,,
163525550052 ,,
163525567173 ,1663,839
163525584471 ,,
163525601760 ,,
163525619534 ,,
163525636740 ,,
163525654414 ,,
163525671640 ,,
163525688839 ,,
163525706039 ,,
163525723545 ,,
163525740662 ,,
163525757909 ,,
163525774958 ,,
163525792071 ,,
163525809189 ,,
163525826269 ,,
163525843237 ,,
163525860369 ,,
163525877319 ,,
163525894574 ,,
163525911615 ,,
163525928566 ,,
163525945793 ,,
163525962976 ,,
163525980050 ,,
163525997991 ,,
163526015071 ,,
163526032150 ,,
163526049200 ,,
163526066461 ,,
163526083658 ,,
163526100644 ,,
163526118053 ,,
163526135153 ,,
163526152310 ,830,241
163526169410 ,822,205
163526186287 ,822,205
163526203515 ,806,213
163526220526 ,806,213
163526237595 ,783,224
163526254646 ,783,224
163526271679 ,776,226
163526288886 ,776,226
163526305974 ,774,223
163526323208 ,774,223
163526340354 ,773,177
163526357685 ,788,154
163526375034 ,788,154
163526392019 ,797,125
163526409152 ,797,125
163526426343 ,809,91
163526443629 ,809,91
163526460678 ,809,91
163526477690 ,818,94
163526495014 ,818,94
163526512113 ,832,82
163526529199 ,832,82
163526546573 ,847,36
163526563779 ,894,0
163526580868 ,894,0
163526598268 ,968,0
163526615488 ,968,0
163526632873 ,1013,0
163526649989 ,1013,0
163526666894 ,1074,0
163526683925 ,1074,0
163526700940 ,1098,0
163526718057 ,1098,0
163526735306 ,1105,0
163526752533 ,1113,0
163526769544 ,1113,0
163526786954 ,1105,0
163526804140 ,1105,0
163526821346 ,1105,0
163526838444 ,1091,0
163526855633 ,1091,0
163526872721 ,1090,0
163526890017 ,1090,0
163526907047 ,1091,0
163526924117 ,1091,0
163526941293 ,1090,0
163526958607 ,1090,0
163526975807 ,1094,0
163526992632 ,1094,0
163527010372 ,1102,0
163527027492 ,1111,0
163527044988 ,1111,0
163527062127 ,1110,0
163527079271 ,1110,0
163527096417 ,1122,0
163527113586 ,1122,0
163527131014 ,1124,0
163527148259 ,1124,0
163527165402 ,1124,0
163527182514 ,1143,9
163527199792 ,1143,9
163527217158 ,1155,7
163527234233 ,1156,21
163527251255 ,1156,21
163527268436 ,1149,32
163527285668 ,1149,32
163527302878 ,1131,42
163527319929 ,1131,42
163527337011 ,1074,86
163527354091 ,1074,86
163527371204 ,998,138
163527388252 ,998,138
163527405326 ,921,197
163527422651 ,921,197
163527439996 ,873,279
163527457104 ,873,279
163527474324 ,850,376
163527491568 ,840,498
163527508671 ,840,498
163527525836 ,840,498
163527543140 ,862,622
163527560172 ,862,622
163527577166 ,873,647
163527594491 ,873,647
163527611678 ,878,696
163527628776 ,878,696
163527645787 ,886,738
163527663028 ,886,738
163527680386 ,874,735
163527697743 ,833,736
163527714799 ,833,736
163527731872 ,764,709
163527748872 ,764,709
163527765703 ,684,698
163527782993 ,684,698
163527800001 ,596,696
163527817244 ,596,696
163527834349 ,542,697
163527851425 ,542,697
163527868565 ,542,697
163527885604 ,500,690
163527902813 ,500,690
163527919959 ,465,691
163527937094 ,465,691
163527954134 ,499,691
163527971230 ,523,691
163527988371 ,523,691
163528005465 ,544,691
163528022772 ,544,691
163528040211 ,597,692
163528057452 ,597,692
163528074762 ,666,687
163528091973 ,666,687
163528109208 ,757,682
163528126409 ,757,682
163528143793 ,833,677
163528161031 ,833,677
163528178056 ,900,672
163528195136 ,956,659
163528212236 ,956,659
163528229247 ,956,659
163528246558 ,1034,644
163528263997 ,1034,644
163528281539 ,1067,632
163528298437 ,1067,632
163528315490 ,1079,616
163528332418 ,1079,616
163528349511 ,1073,598
163528366748 ,1073,598
163528383768 ,1060,580
163528400883 ,1060,580
163528418084 ,1061,564
163528435132 ,1058,553
163528452317 ,1058,553
163528469307 ,1052,553
163528486704 ,1052,553
163528504094 ,1038,544
163528521416 ,1038,544
163528538826 ,983,536
163528556106 ,983,536
163528573068 ,983,536
163528590119 ,865,527
163528607320 ,865,527
163528624628 ,790,528
163528641768 ,701,538
163528658980 ,701,538
163528676255 ,627,539
163528693555 ,627,539
163528710590 ,573,542
163528728086 ,573,542
163528745311 ,531,545
163528762642 ,531,545
163528779811 ,506,547
163528797006 ,506,547
163528814227 ,473,547
163528831299 ,473,547
163528848791 ,458,546
163528865830 ,440,541
163528882971 ,440,541
163528900252 ,429,527
163528917257 ,429,527
163528934258 ,429,527
163528951203 ,420,502
163528968465 ,420,502
163528985447 ,423,481
163529002795 ,423,481
163529020113 ,417,465
163529037679 ,417,465
163529054878 ,411,439
163529072100 ,411,439
163529089584 ,410,406
163529106681 ,409,387
163529124100 ,409,387
163529141308 ,403,388
163529158611 ,403,388
163529175555 ,399,400
163529192843 ,399,400
163529210159 ,397,406
163529227375 ,397,406
163529244499 ,392,408
163529261627 ,392,408
163529278677 ,392,408
163529295520 ,395,413
163529312505 ,395,413
163529329713 ,392,419
163529347072 ,395,428
163529364146 ,395,428
163529381524 ,397,448
163529398832 ,397,448
163529415989 ,401,468
163529433388 ,401,468
163529450490 ,407,503
163529467347 ,407,503
163529484303 ,413,503
163529501280 ,413,503
163529518489 ,442,501
163529535744 ,442,501
163529552691 ,465,510
163529569987 ,464,515
163529587183 ,464,515
163529604330 ,470,519
163529621835 ,470,519
163529639078 ,470,519
163529656385 ,479,526
163529673338 ,479,526
163529690604 ,489,542
163529707637 ,489,542
163529724548 ,496,576
163529741974 ,496,576
163529759249 ,508,612
163529776460 ,508,612
163529793910 ,517,701
163529810960 ,518,774
163529828312 ,518,774
163529845451 ,522,792
163529862864 ,522,792
163529880068 ,525,785
163529897089 ,525,785
163529914199 ,532,791
163529931572 ,532,791
163529948784 ,542,791
163529966029 ,542,791
163529983065 ,542,791
163530000122 ,555,782
163530017293 ,555,782
163530034526 ,558,780
163530051806 ,559,787
163530069041 ,559,787
163530086239 ,557,795
163530103196 ,557,795
163530120438 ,556,809
163530137637 ,556,809
163530154917 ,557,813
163530172075 ,557,813
163530189120 ,555,817
163530206470 ,555,817
163530223597 ,553,817
163530240702 ,553,817
163530257905 ,550,819
163530275302 ,550,819
163530292370 ,548,820
163530309688 ,547,828
163530326921 ,547,828
163530344136 ,547,828
163530361322 ,543,821
163530378556 ,543,821
163530395633 ,538,815
163530413053 ,538,815
163530430096 ,534,791
163530447236 ,534,791
163530464558 ,515,768
163530481671 ,515,768
163530499050 ,503,755
163530516279 ,491,745
163530533435 ,491,745
163530550620 ,479,731
163530567839 ,479,731
163530584936 ,471,720
163530601934 ,471,720
163530619104 ,457,720
163530636329 ,457,720
163530653561 ,429,709
163530670674 ,429,709
163530687845 ,429,709
163530705180 ,407,701
163530722135 ,389,700
163530739497 ,389,700
163530756765 ,382,690
163530774035 ,382,690
163530791349 ,368,680
