Record Time,X Coordinate,Y Coordinate
192712980647 ,1745,805
192712997991 ,1745,805
192713014992 ,1741,807
192713032011 ,1740,811
192713048965 ,1740,811
192713066233 ,1737,812
192713083186 ,1737,812
192713100126 ,1733,813
192713117208 ,1733,813
192713134278 ,1730,812
192713151272 ,1730,812
192713168239 ,1733,811
192713185283 ,1733,811
192713202462 ,1734,810
192713219577 ,1734,810
192713236503 ,1735,808
192713253772 ,1735,808
192713270895 ,1737,804
192713287952 ,1737,804
192713305053 ,1741,802
192713322151 ,1741,802
192713338970 ,1741,803
192713356024 ,1741,803
192713372918 ,1713,800
192713390108 ,1713,800
192713407171 ,1655,792
192713424395 ,1655,792
192713441835 ,1599,782
192713459188 ,1599,782
192713476658 ,1522,768
192713493753 ,1522,768
192713510865 ,1233,730
192713528322 ,1167,714
192713545532 ,1167,714
192713562956 ,1049,691
192713580311 ,1049,691
192713597336 ,928,678
192713614674 ,928,678
192713631797 ,928,678
192713649285 ,816,669
192713666446 ,816,669
192713683637 ,756,667
192713700846 ,756,667
192713718148 ,698,659
192713735258 ,698,659
192713752583 ,678,658
192713769913 ,656,657
192713787164 ,656,657
192713804397 ,637,663
192713821633 ,637,663
192713838897 ,605,991
192713856243 ,605,991
192713873341 ,603,991
192713890439 ,603,991
192713907470 ,581,987
192713925073 ,581,987
192713942039 ,569,976
192713959063 ,525,978
192713976141 ,525,978
192713993545 ,525,978
192714010723 ,525,978
192714027705 ,470,955
192714045060 ,448,938
192714062559 ,448,938
192714079778 ,439,896
192714096921 ,439,896
192714114022 ,435,847
192714131315 ,435,847
192714148193 ,444,776
192714165306 ,444,776
192714182358 ,449,716
192714199649 ,450,665
192714216621 ,450,665
192714233659 ,453,614
192714250845 ,453,614
192714268047 ,467,535
192714284994 ,467,535
192714302184 ,473,439
192714319380 ,473,439
192714336750 ,473,439
192714353927 ,489,321
192714371251 ,489,321
192714388434 ,507,292
192714405600 ,507,292
192714422878 ,528,275
192714439980 ,542,290
192714456983 ,542,290
192714474157 ,562,289
192714491241 ,562,289
192714508223 ,553,301
192714525309 ,553,301
192714542770 ,566,292
192714559696 ,566,292
192714576692 ,582,288
192714594270 ,582,288
192714611613 ,588,300
192714628707 ,588,300
192714645733 ,582,304
192714662758 ,572,320
192714679744 ,572,320
192714697083 ,572,320
192714714114 ,552,352
192714731351 ,552,352
192714748664 ,524,357
192714765711 ,524,357
192714782823 ,521,377
192714800114 ,521,377
192714817346 ,531,395
192714834582 ,531,395
192714851646 ,762,406
192714868667 ,762,406
192714885983 ,787,403
192714903010 ,846,371
192714920051 ,846,371
192714937345 ,872,330
192714954343 ,872,330
192714971769 ,900,294
192714988958 ,900,294
192715006046 ,897,244
192715023378 ,897,244
192715040549 ,897,244
192715058080 ,895,240
192715075120 ,895,240
192715092458 ,911,244
192715109572 ,911,244
192715126444 ,913,249
192715143541 ,942,258
192715160751 ,942,258
192715177917 ,972,255
192715195114 ,972,255
192715212071 ,1256,281
192715229145 ,1256,281
192715246626 ,1255,277
192715263657 ,1255,277
192715280845 ,1253,277
192715298239 ,1253,277
192715315400 ,1248,271
192715332619 ,1248,271
192715349654 ,1268,277
192715366751 ,1268,277
192715383897 ,1267,279
192715400832 ,1267,279
192715418028 ,1267,279
192715435124 ,1267,283
192715452165 ,1278,284
192715469413 ,1278,284
192715486585 ,1279,283
192715503579 ,1279,283
192715520599 ,1264,282
192715537786 ,1264,282
192715555273 ,918,254
192715572411 ,918,254
192715589733 ,644,229
192715606812 ,645,232
192715623904 ,645,232
192715641018 ,656,237
192715658142 ,656,237
192715675125 ,658,241
192715692097 ,658,241
192715709164 ,666,255
192715726668 ,666,255
192715743891 ,666,255
192715760926 ,666,282
192715778178 ,666,282
192715795332 ,666,288
192715812559 ,666,288
192715829575 ,678,280
192715846736 ,678,280
192715863906 ,674,276
192715880996 ,659,266
192715897992 ,659,266
192715915182 ,631,249
192715932419 ,631,249
192715949826 ,596,260
192715967221 ,596,260
192715984610 ,556,244
192716001631 ,556,244
192716018535 ,533,243
192716035955 ,533,243
192716052927 ,494,241
192716070548 ,489,245
192716087564 ,489,245
192716104698 ,489,245
192716121718 ,484,245
192716138844 ,484,245
192716156252 ,483,246
192716173370 ,483,246
192716190328 ,483,247
192716207573 ,483,247
192716224779 ,451,554
192716242109 ,451,554
192716259169 ,460,535
192716276202 ,460,535
192716293266 ,726,533
192716310500 ,765,298
192716327776 ,765,298
192716344985 ,759,320
192716362443 ,759,320
192716379415 ,755,336
192716396564 ,755,336
192716413702 ,761,351
192716430748 ,761,351
192716447704 ,761,351
192716464681 ,723,387
192716481775 ,723,387
192716498939 ,753,393
192716516034 ,753,393
192716533472 ,745,413
192716550573 ,748,431
192716567857 ,748,431
192716585036 ,701,478
192716602461 ,701,478
192716619659 ,677,474
192716636933 ,677,474
192716653928 ,669,492
192716670918 ,669,492
192716687943 ,628,494
192716705070 ,628,494
192716722292 ,634,481
192716739308 ,634,481
192716756349 ,597,474
192716773381 ,587,471
192716790822 ,587,471
192716807945 ,587,471
192716825155 ,605,463
192716842150 ,605,463
192716859119 ,600,455
192716876321 ,600,455
192716893277 ,602,431
192716910245 ,602,431
192716927206 ,596,420
192716944212 ,596,420
192716961572 ,577,390
192716978437 ,577,390
192716995751 ,578,401
192717012772 ,578,401
192717029796 ,579,402
192717046904 ,579,402
192717063909 ,560,643
192717081642 ,555,634
192717098578 ,555,634
192717115673 ,592,359
192717132808 ,592,359
192717150032 ,592,359
192717167250 ,614,333
192717184502 ,614,333
192717201606 ,625,320
192717218865 ,625,320
192717236034 ,651,279
192717253357 ,651,279
192717270204 ,707,292
192717287278 ,748,305
192717304209 ,748,305
192717321299 ,779,314
192717338497 ,779,314
192717355612 ,801,329
192717373090 ,801,329
192717390275 ,796,330
192717407288 ,796,330
192717424661 ,797,334
192717441824 ,797,334
192717459256 ,780,353
192717476483 ,780,353
192717493656 ,771,361
192717511043 ,771,361
192717528145 ,771,361
192717545370 ,752,372
192717562651 ,751,396
192717580070 ,751,396
192717597306 ,755,442
192717614581 ,755,442
192717631635 ,753,449
192717648980 ,753,449
192717665880 ,765,449
192717682811 ,765,449
192717699664 ,778,438
192717716868 ,778,438
192717734037 ,785,434
192717751062 ,790,426
192717768246 ,790,426
192717785390 ,794,409
192717802563 ,794,409
192717819525 ,797,379
192717837114 ,797,379
192717854061 ,797,379
192717871359 ,819,351
192717888453 ,819,351
192717905495 ,843,325
192717922520 ,843,325
192717939644 ,853,303
192717956891 ,853,303
192717974200 ,895,290
192717991299 ,929,277
192718008451 ,929,277
192718025472 ,926,263
192718042611 ,926,263
192718059788 ,937,277
192718076804 ,937,277
192718094242 ,931,274
192718111342 ,931,274
192718128613 ,943,273
192718145756 ,943,273
192718162877 ,946,275
192718179998 ,946,275
192718196988 ,941,274
192718214029 ,941,274
192718231280 ,941,274
192718248689 ,948,269
192718265888 ,944,262
192718282997 ,944,262
192718300112 ,911,261
192718317002 ,911,261
192718333952 ,862,255
192718350915 ,862,255
192718367858 ,837,254
192718385248 ,837,254
192718402427 ,823,252
192718419800 ,823,252
192718436710 ,832,254
192718453886 ,832,254
192718471138 ,820,255
192718488346 ,805,286
192718505636 ,805,286
192718522808 ,783,356
192718540356 ,783,356
192718557472 ,783,356
192718574918 ,765,457
192718592152 ,765,457
192718609361 ,749,512
192718626578 ,749,512
192718643590 ,752,521
192718660828 ,752,521
192718677792 ,756,532
192718694816 ,755,556
192718712134 ,755,556
192718729229 ,755,556
192718746154 ,757,592
192718763311 ,757,618
192718780646 ,757,618
192718797909 ,754,652
192718814826 ,754,652
192718832025 ,749,681
192718849153 ,749,681
192718866264 ,731,732
192718883566 ,731,732
192718900658 ,721,755
192718917557 ,721,755
192718934790 ,721,755
192718952129 ,715,792
192718969469 ,715,802
192718986785 ,715,802
192719004122 ,721,804
192719021234 ,721,804
192719038490 ,737,780
192719055699 ,737,780
192719072647 ,802,538
192719089750 ,802,538
192719107053 ,901,286
192719124051 ,901,286
192719141130 ,969,295
192719158348 ,1029,300
192719175462 ,1029,300
192719192802 ,1086,296
192719209802 ,1086,296
192719226905 ,1072,264
192719244049 ,1072,264
192719261114 ,1072,264
192719278051 ,1042,213
192719295317 ,1042,213
192719312475 ,1033,202
192719329608 ,1033,202
192719346746 ,1031,179
192719363819 ,1031,179
192719381168 ,1049,185
192719398271 ,1049,185
192719415628 ,1056,185
192719432683 ,1056,185
192719450080 ,1065,175
192719467138 ,1073,161
192719484327 ,1073,161
192719501792 ,1092,147
192719518939 ,1092,147
192719536090 ,1129,137
192719552959 ,1129,137
192719570188 ,1122,137
192719587406 ,1122,137
192719604263 ,1108,146
192719621601 ,1108,146
192719638820 ,1108,146
192719656146 ,1049,147
192719673398 ,1009,152
192719690458 ,1009,152
192719707473 ,953,165
192719724740 ,953,165
192719741974 ,858,183
192719759129 ,858,183
192719776058 ,804,178
192719793353 ,804,178
192719810555 ,778,225
192719827641 ,778,225
192719844572 ,798,294
192719861623 ,798,294
192719878624 ,794,296
192719896143 ,,
192719913155 ,,
192719930412 ,735,460
192719947516 ,735,460
192719964630 ,735,460
192719981855 ,,
192719999190 ,,
192720016183 ,,
192720033301 ,,
192720050326 ,,
192720067506 ,,
192720084777 ,,
192720101997 ,,
192720119312 ,,
192720136471 ,,
192720153570 ,,
192720170658 ,,
192720187810 ,,
192720205076 ,,
192720222146 ,,
192720239136 ,835,494
192720256167 ,835,494
192720273317 ,880,502
192720290235 ,880,502
192720307255 ,903,528
192720324258 ,903,528
192720341512 ,903,528
192720358769 ,,
192720375933 ,,
192720392885 ,,
192720409945 ,,
192720427022 ,,
192720444196 ,,
192720461237 ,,
192720478443 ,,
192720495807 ,,
192720512875 ,,
192720530105 ,,
192720547274 ,,
192720564346 ,,
192720581540 ,,
192720599174 ,,
192720616310 ,,
192720633504 ,,
192720650812 ,,
192720668055 ,,
192720685342 ,,
192720702512 ,,
192720719546 ,,
192720736720 ,,
192720753740 ,,
192720770643 ,,
192720788020 ,,
192720805132 ,,
192720822130 ,,
192720839327 ,,
192720856591 ,,
192720873843 ,,
192720891146 ,,
192720908367 ,,
192720925488 ,,
192720942668 ,,
192720959832 ,,
192720976746 ,,
192720993862 ,,
192721010962 ,,
192721027837 ,,
192721044890 ,,
192721062159 ,,
192721079147 ,,
192721096322 ,,
192721113555 ,,
192721131122 ,,
192721148134 ,,
192721165080 ,,
192721182428 ,,
192721199668 ,,
192721216689 ,,
192721234083 ,,
192721251298 ,,
192721268345 ,,
192721285274 ,,
192721302288 ,,
192721319389 ,,
192721336492 ,,
192721353973 ,,
192721371234 ,,
192721388417 ,,
192721405605 ,,
192721422706 ,,
192721439598 ,,
